==========================================
REBUTTAL EXPERIMENTS — Wed Jun 10 22:06:17 EDT 2026
==========================================

[1/4] NER held-out task (6 models × 7 levels × 20 examples)
Started: Wed Jun 10 22:06:17 EDT 2026
Judge model: gpt-4o-mini
Models:    ['llama-3.1-8b', 'llama-3.3-70b', 'qwen3-32b', 'claude-haiku', 'gemini-flash']
Tasks:     ['ner']
Levels:    7 per task
Evaluator: llm_judge
Total:     700 experiments

Resuming: 700 experiments already done
[llama-3.1-8b | ner | level 1 | ex 1] SKIP
[llama-3.3-70b | classification | level 3 | ex 15] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99815, Requested 586. Please try again in 5m46.464s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | classification | level 3 | ex 16] quality=1.000 tokens=76
[llama-3.3-70b | classification | level 3 | ex 17] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99887, Requested 593. Please try again in 6m54.72s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | classification | level 3 | ex 18] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99884, Requested 588. Please try again in 6m47.808s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | classification | level 3 | ex 19] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99881, Requested 586. Please try again in 6m43.488s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | classification | level 3 | ex 20] quality=1.000 tokens=79
[llama-3.3-70b | classification | level 4 | ex 1] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99887, Requested 221. Please try again in 1m33.312s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | classification | level 4 | ex 2] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99884, Requested 225. Please try again in 1m34.176s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | classification | level 4 | ex 3] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99881, Requested 630. Please try again in 7m21.504s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | classification | level 4 | ex 4] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99878, Requested 233. Please try again in 1m35.904s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | classification | level 4 | ex 5] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99875, Requested 226. Please try again in 1m27.264s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | classification | level 4 | ex 6] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99872, Requested 226. Please try again in 1m24.672s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | classification | level 4 | ex 7] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99869, Requested 230. Please try again in 1m25.536s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | classification | level 4 | ex 8] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99866, Requested 217. Please try again in 1m11.712s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | classification | level 4 | ex 9] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99863, Requested 229. Please try again in 1m19.488s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | classification | level 4 | ex 10] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99860, Requested 632. Please try again in 7m5.087999999s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | classification | level 4 | ex 11] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99857, Requested 625. Please try again in 6m56.448s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | classification | level 4 | ex 12] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99854, Requested 632. Please try again in 6m59.904s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | classification | level 4 | ex 13] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99851, Requested 222. Please try again in 1m3.071999999s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | classification | level 4 | ex 14] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99779, Requested 632. Please try again in 5m55.104s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | classification | level 4 | ex 15] quality=0.400 tokens=113
[llama-3.3-70b | classification | level 4 | ex 16] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99887, Requested 627. Please try again in 7m24.095999999s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | classification | level 4 | ex 17] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99884, Requested 221. Please try again in 1m30.72s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | classification | level 4 | ex 18] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99882, Requested 216. Please try again in 1m24.672s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | classification | level 4 | ex 19] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99879, Requested 214. Please try again in 1m20.352s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | classification | level 4 | ex 20] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99876, Requested 219. Please try again in 1m22.08s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | classification | level 5 | ex 1] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99873, Requested 234. Please try again in 1m32.448s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | classification | level 5 | ex 2] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99870, Requested 238. Please try again in 1m33.312s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | classification | level 5 | ex 3] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99867, Requested 241. Please try again in 1m33.312s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | classification | level 5 | ex 4] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99864, Requested 657. Please try again in 7m30.144s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | classification | level 5 | ex 5] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99861, Requested 650. Please try again in 7m21.504s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | classification | level 5 | ex 6] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99858, Requested 239. Please try again in 1m23.808s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | classification | level 5 | ex 7] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99855, Requested 243. Please try again in 1m24.672s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | classification | level 5 | ex 8] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99852, Requested 248. Please try again in 1m26.4s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | classification | level 5 | ex 9] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99849, Requested 242. Please try again in 1m18.624s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | classification | level 5 | ex 10] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99846, Requested 252. Please try again in 1m24.672s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | classification | level 5 | ex 11] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99843, Requested 236. Please try again in 1m8.256s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | classification | level 5 | ex 12] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99840, Requested 243. Please try again in 1m11.712s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | classification | level 5 | ex 13] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99837, Requested 244. Please try again in 1m9.984s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
